"x","y"
-0.0716945796181912,0.0596623380239627
-0.264229392523165,0.0210081851471255
-0.153245692632587,0.108732218432371
-0.300744875602157,0.144229614686151
-0.444062060532627,0.269786102531529
-0.129422703162241,0.15832422517906
-0.299921091568567,0.232847680076573
-0.5,0.549448162220096
-0.192116926729608,0.307237814820568
-0.285935116264365,0.391906976859041
-0.356610800953973,0.833101125213356
-0.112662929639737,0.394408093842666
-0.200186208948128,0.588208193800526
-0.158180297102632,0.970609559602291
-0.0350702579922034,0.459946707159063
-0.0745020425050033,0.676319690894486
0.00501821212377011,1
0.0994298971069367,0.672886076454619
0.0728608383667453,0.466092664833751
0.164836785569468,0.989065494827231
0.250465595354669,0.649871884137016
0.160271129738284,0.39845352272409
0.384543763119501,0.917668469477216
0.341713281255129,0.415549888864759
0.245187704154989,0.307690214863419
0.5,0.545924521668596
0.319366902948322,0.181227912907266
0.244853303142135,0.179063645395189
0.464618361942569,0.170656942965857
0.248477716073583,0.110353354801104
0.39856517921481,0.00952618610885692
0.199524204674388,0.0706323026877625
0.136871582185407,0.049091416369462
0.123836169320766,0.00328408919995926
-0.0548367671906818,0
-0.0716945796181912,0.0596623380239627
